topic,news_headline,label
Other,Prison ed cohort poised to celebrates first AA degrees by some accounts,uplifting
Other,Alley art walk after years brightens downtown weekends early signs,uplifting
Other,Food bank kitchen expected to turns surplus into freezer meals early signs,uplifting
Other,Rural mesh network appears to brings stable Wi-Fi to farms by some accounts,uplifting
Other,Makerspace surprisingly trains newcomers for 3D-print jobs observers note,uplifting
Other,Prison ed cohort may celebrates first AA degrees early signs,uplifting
Other,Alley art walk reportedly brightens downtown weekends by some accounts,uplifting
Other,Food bank kitchen poised to turns surplus into freezer meals onlookers say,uplifting
Other,Rural mesh network amid debate brings stable Wi-Fi to farms by some accounts,uplifting
Other,Makerspace appears to trains newcomers for 3D-print jobs according to locals,uplifting
Other,Prison ed cohort despite hurdles celebrates first AA degrees it seems,uplifting
Other,Alley art walk may brightens downtown weekends initial reports,uplifting
Other,Food bank kitchen quietly turns surplus into freezer meals early signs,uplifting
Other,Rural mesh network despite hurdles brings stable Wi-Fi to farms by some accounts,uplifting
Other,Makerspace quietly trains newcomers for 3D-print jobs sources say,uplifting
Other,Prison ed cohort on track to celebrates first AA degrees according to locals,uplifting
Other,Alley art walk despite hurdles brightens downtown weekends initial reports,uplifting
Other,Food bank kitchen poised to turns surplus into freezer meals initial reports,uplifting
Other,Rural mesh network on track to brings stable Wi-Fi to farms by some accounts,uplifting
Other,Makerspace on track to trains newcomers for 3D-print jobs sources say,uplifting
Other,Prison ed cohort expected to celebrates first AA degrees initial reports,uplifting
Other,Alley art walk reportedly brightens downtown weekends onlookers say,uplifting
Other,Food bank kitchen appears to turns surplus into freezer meals initial reports,uplifting
Other,Rural mesh network at last brings stable Wi-Fi to farms according to locals,uplifting
Other,Makerspace surprisingly trains newcomers for 3D-print jobs it seems,uplifting
Other,Prison ed cohort surprisingly celebrates first AA degrees observers note,uplifting
Other,Alley art walk amid debate brightens downtown weekends it seems,uplifting
Other,Food bank kitchen surprisingly turns surplus into freezer meals sources say,uplifting
Other,Rural mesh network appears to brings stable Wi-Fi to farms according to locals,uplifting
Other,Makerspace on track to trains newcomers for 3D-print jobs early signs,uplifting
Other,Prison ed cohort reportedly celebrates first AA degrees observers note,uplifting
Other,Alley art walk at last brightens downtown weekends onlookers say,uplifting
Other,Food bank kitchen expected to turns surplus into freezer meals it seems,uplifting
Other,Rural mesh network after years brings stable Wi-Fi to farms onlookers say,uplifting
Other,Makerspace expected to trains newcomers for 3D-print jobs sources say,uplifting
Other,Prison ed cohort poised to celebrates first AA degrees observers note,uplifting
Other,Alley art walk expected to brightens downtown weekends observers note,uplifting
Other,Food bank kitchen surprisingly turns surplus into freezer meals sources say,uplifting
Other,Rural mesh network amid debate brings stable Wi-Fi to farms observers note,uplifting
Other,Makerspace at last trains newcomers for 3D-print jobs onlookers say,uplifting
Other,Prison ed cohort reportedly celebrates first AA degrees initial reports,uplifting
Other,Alley art walk expected to brightens downtown weekends observers note,uplifting
Other,Food bank kitchen at last turns surplus into freezer meals observers note,uplifting
Other,Rural mesh network quietly brings stable Wi-Fi to farms by some accounts,uplifting
Other,Makerspace despite hurdles trains newcomers for 3D-print jobs according to locals,uplifting
Other,Prison ed cohort may celebrates first AA degrees by some accounts,uplifting
Other,Alley art walk may brightens downtown weekends early signs,uplifting
Other,Food bank kitchen expected to turns surplus into freezer meals according to locals,uplifting
Other,Rural mesh network poised to brings stable Wi-Fi to farms early signs,uplifting
Environment and renewable energy,Spill response at first glance struggles as oil reaches marsh early signs,not_uplifting
Environment and renewable energy,Reservoir levels at last dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit after years delayed over budget fight it seems,not_uplifting
Environment and renewable energy,Illegal dumping could clouds river cleanup plans early signs,not_uplifting
Environment and renewable energy,Heatwave may strains aging grid it seems,not_uplifting
Environment and renewable energy,Spill response amid debate struggles as oil reaches marsh onlookers say,not_uplifting
Environment and renewable energy,Reservoir levels after years dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit may delayed over budget fight by some accounts,not_uplifting
Environment and renewable energy,Illegal dumping could clouds river cleanup plans initial reports,not_uplifting
Environment and renewable energy,Heatwave quietly strains aging grid according to locals,not_uplifting
Environment and renewable energy,Spill response may struggles as oil reaches marsh sources say,not_uplifting
Environment and renewable energy,Reservoir levels at last dip near record lows early signs,not_uplifting
Environment and renewable energy,Coal retrofit expected to delayed over budget fight initial reports,not_uplifting
Environment and renewable energy,Illegal dumping poised to clouds river cleanup plans sources say,not_uplifting
Environment and renewable energy,Heatwave could strains aging grid observers note,not_uplifting
Environment and renewable energy,Spill response at first glance struggles as oil reaches marsh early signs,not_uplifting
Environment and renewable energy,Reservoir levels poised to dip near record lows early signs,not_uplifting
Environment and renewable energy,Coal retrofit could delayed over budget fight early signs,not_uplifting
Environment and renewable energy,Illegal dumping expected to clouds river cleanup plans initial reports,not_uplifting
Environment and renewable energy,Heatwave after years strains aging grid onlookers say,not_uplifting
Environment and renewable energy,Spill response surprisingly struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels could dip near record lows early signs,not_uplifting
Environment and renewable energy,Coal retrofit despite hurdles delayed over budget fight onlookers say,not_uplifting
Environment and renewable energy,Illegal dumping set to clouds river cleanup plans observers note,not_uplifting
Environment and renewable energy,Heatwave despite hurdles strains aging grid initial reports,not_uplifting
Environment and renewable energy,Spill response on track to struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels quietly dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit at last delayed over budget fight initial reports,not_uplifting
Environment and renewable energy,Illegal dumping quietly clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave on track to strains aging grid initial reports,not_uplifting
Environment and renewable energy,Spill response expected to struggles as oil reaches marsh sources say,not_uplifting
Environment and renewable energy,Reservoir levels reportedly dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit quietly delayed over budget fight observers note,not_uplifting
Environment and renewable energy,Illegal dumping at first glance clouds river cleanup plans early signs,not_uplifting
Environment and renewable energy,Heatwave poised to strains aging grid observers note,not_uplifting
Environment and renewable energy,Spill response quietly struggles as oil reaches marsh by some accounts,not_uplifting
Environment and renewable energy,Reservoir levels despite hurdles dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit surprisingly delayed over budget fight according to locals,not_uplifting
Environment and renewable energy,Illegal dumping on track to clouds river cleanup plans according to locals,not_uplifting
Environment and renewable energy,Heatwave at first glance strains aging grid onlookers say,not_uplifting
Environment and renewable energy,Spill response quietly struggles as oil reaches marsh onlookers say,not_uplifting
Environment and renewable energy,Reservoir levels poised to dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit after years delayed over budget fight it seems,not_uplifting
Environment and renewable energy,Illegal dumping could clouds river cleanup plans sources say,not_uplifting
Environment and renewable energy,Heatwave quietly strains aging grid early signs,not_uplifting
Environment and renewable energy,Spill response quietly struggles as oil reaches marsh onlookers say,not_uplifting
Environment and renewable energy,Reservoir levels surprisingly dip near record lows it seems,not_uplifting
Environment and renewable energy,Coal retrofit amid debate delayed over budget fight initial reports,not_uplifting
Environment and renewable energy,Illegal dumping may clouds river cleanup plans sources say,not_uplifting
Environment and renewable energy,Heatwave at first glance strains aging grid sources say,not_uplifting
Environment and renewable energy,Spill response expected to struggles as oil reaches marsh it seems,not_uplifting
Environment and renewable energy,Reservoir levels after years dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit may delayed over budget fight according to locals,not_uplifting
Environment and renewable energy,Illegal dumping appears to clouds river cleanup plans observers note,not_uplifting
Environment and renewable energy,Heatwave quietly strains aging grid early signs,not_uplifting
Environment and renewable energy,Spill response set to struggles as oil reaches marsh it seems,not_uplifting
Environment and renewable energy,Reservoir levels amid debate dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit set to delayed over budget fight it seems,not_uplifting
Environment and renewable energy,Illegal dumping quietly clouds river cleanup plans it seems,not_uplifting
Environment and renewable energy,Heatwave amid debate strains aging grid by some accounts,not_uplifting
Environment and renewable energy,Spill response expected to struggles as oil reaches marsh according to locals,not_uplifting
Environment and renewable energy,Reservoir levels expected to dip near record lows observers note,not_uplifting
Environment and renewable energy,Coal retrofit appears to delayed over budget fight sources say,not_uplifting
Environment and renewable energy,Illegal dumping at first glance clouds river cleanup plans initial reports,not_uplifting
Environment and renewable energy,Heatwave amid debate strains aging grid according to locals,not_uplifting
Environment and renewable energy,Spill response at last struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels may dip near record lows observers note,not_uplifting
Environment and renewable energy,Coal retrofit poised to delayed over budget fight early signs,not_uplifting
Environment and renewable energy,Illegal dumping at first glance clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave reportedly strains aging grid initial reports,not_uplifting
Environment and renewable energy,Spill response poised to struggles as oil reaches marsh it seems,not_uplifting
Environment and renewable energy,Reservoir levels at last dip near record lows observers note,not_uplifting
Environment and renewable energy,Coal retrofit could delayed over budget fight early signs,not_uplifting
Environment and renewable energy,Illegal dumping reportedly clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave could strains aging grid it seems,not_uplifting
Environment and renewable energy,Spill response despite hurdles struggles as oil reaches marsh observers note,not_uplifting
Environment and renewable energy,Reservoir levels could dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit set to delayed over budget fight it seems,not_uplifting
Environment and renewable energy,Illegal dumping surprisingly clouds river cleanup plans initial reports,not_uplifting
Environment and renewable energy,Heatwave expected to strains aging grid by some accounts,not_uplifting
Environment and renewable energy,Spill response despite hurdles struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels appears to dip near record lows onlookers say,not_uplifting
Environment and renewable energy,Coal retrofit may delayed over budget fight observers note,not_uplifting
Environment and renewable energy,Illegal dumping after years clouds river cleanup plans observers note,not_uplifting
Environment and renewable energy,Heatwave may strains aging grid it seems,not_uplifting
Environment and renewable energy,Spill response could struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels poised to dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit appears to delayed over budget fight sources say,not_uplifting
Environment and renewable energy,Illegal dumping may clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave amid debate strains aging grid by some accounts,not_uplifting
Environment and renewable energy,Spill response amid debate struggles as oil reaches marsh sources say,not_uplifting
Environment and renewable energy,Reservoir levels quietly dip near record lows onlookers say,not_uplifting
Environment and renewable energy,Coal retrofit could delayed over budget fight onlookers say,not_uplifting
Environment and renewable energy,Illegal dumping after years clouds river cleanup plans initial reports,not_uplifting
Environment and renewable energy,Heatwave on track to strains aging grid observers note,not_uplifting
Environment and renewable energy,Spill response at first glance struggles as oil reaches marsh observers note,not_uplifting
Environment and renewable energy,Reservoir levels set to dip near record lows it seems,not_uplifting
Environment and renewable energy,Coal retrofit reportedly delayed over budget fight initial reports,not_uplifting
Environment and renewable energy,Illegal dumping appears to clouds river cleanup plans early signs,not_uplifting
Environment and renewable energy,Heatwave could strains aging grid by some accounts,not_uplifting
Environment and renewable energy,Spill response expected to struggles as oil reaches marsh onlookers say,not_uplifting
Environment and renewable energy,Reservoir levels could dip near record lows initial reports,not_uplifting
Environment and renewable energy,Coal retrofit expected to delayed over budget fight by some accounts,not_uplifting
Environment and renewable energy,Illegal dumping on track to clouds river cleanup plans sources say,not_uplifting
Environment and renewable energy,Heatwave appears to strains aging grid according to locals,not_uplifting
Environment and renewable energy,Spill response reportedly struggles as oil reaches marsh early signs,not_uplifting
Environment and renewable energy,Reservoir levels could dip near record lows observers note,not_uplifting
Environment and renewable energy,Coal retrofit poised to delayed over budget fight it seems,not_uplifting
Environment and renewable energy,Illegal dumping on track to clouds river cleanup plans according to locals,not_uplifting
Environment and renewable energy,Heatwave poised to strains aging grid initial reports,not_uplifting
Environment and renewable energy,Spill response could struggles as oil reaches marsh sources say,not_uplifting
Environment and renewable energy,Reservoir levels despite hurdles dip near record lows sources say,not_uplifting
Environment and renewable energy,Coal retrofit may delayed over budget fight initial reports,not_uplifting
Environment and renewable energy,Illegal dumping appears to clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave set to strains aging grid it seems,not_uplifting
Environment and renewable energy,Spill response at first glance struggles as oil reaches marsh according to locals,not_uplifting
Environment and renewable energy,Reservoir levels could dip near record lows by some accounts,not_uplifting
Environment and renewable energy,Coal retrofit despite hurdles delayed over budget fight sources say,not_uplifting
Environment and renewable energy,Illegal dumping at first glance clouds river cleanup plans sources say,not_uplifting
Environment and renewable energy,Heatwave may strains aging grid according to locals,not_uplifting
Environment and renewable energy,Spill response appears to struggles as oil reaches marsh onlookers say,not_uplifting
Environment and renewable energy,Reservoir levels expected to dip near record lows onlookers say,not_uplifting
Environment and renewable energy,Coal retrofit after years delayed over budget fight early signs,not_uplifting
Environment and renewable energy,Illegal dumping set to clouds river cleanup plans early signs,not_uplifting
Environment and renewable energy,Heatwave on track to strains aging grid by some accounts,not_uplifting
Environment and renewable energy,Spill response at first glance struggles as oil reaches marsh according to locals,not_uplifting
Environment and renewable energy,Reservoir levels surprisingly dip near record lows it seems,not_uplifting
Environment and renewable energy,Coal retrofit expected to delayed over budget fight by some accounts,not_uplifting
Environment and renewable energy,Illegal dumping may clouds river cleanup plans it seems,not_uplifting
Environment and renewable energy,Heatwave poised to strains aging grid onlookers say,not_uplifting
Environment and renewable energy,Spill response reportedly struggles as oil reaches marsh according to locals,not_uplifting
Environment and renewable energy,Reservoir levels poised to dip near record lows by some accounts,not_uplifting
Environment and renewable energy,Coal retrofit quietly delayed over budget fight observers note,not_uplifting
Environment and renewable energy,Illegal dumping at first glance clouds river cleanup plans onlookers say,not_uplifting
Environment and renewable energy,Heatwave on track to strains aging grid according to locals,not_uplifting
Environment and renewable energy,Spill response set to struggles as oil reaches marsh according to locals,not_uplifting
Environment and renewable energy,Reservoir levels at first glance dip near record lows according to locals,not_uplifting
Environment and renewable energy,Coal retrofit despite hurdles delayed over budget fight observers note,not_uplifting
Environment and renewable energy,Illegal dumping despite hurdles clouds river cleanup plans early signs,not_uplifting
Environment and renewable energy,Heatwave could strains aging grid initial reports,not_uplifting
Environment and renewable energy,Spill response on track to struggles as oil reaches marsh initial reports,not_uplifting
Environment and renewable energy,Reservoir levels surprisingly dip near record lows observers note,not_uplifting
Environment and renewable energy,Coal retrofit at first glance delayed over budget fight early signs,not_uplifting
Health,"Clinic staffing reportedly stretched, patients wait observers note",not_uplifting
Health,Asthma cases at first glance rise near busy corridor observers note,not_uplifting
Health,Drug recall surprisingly widens after new batch tests initial reports,not_uplifting
Health,Rural hospital at last pauses surgeries it seems,not_uplifting
Health,Flu surge appears to closes several schools according to locals,not_uplifting
Health,"Clinic staffing could stretched, patients wait initial reports",not_uplifting
Health,Asthma cases surprisingly rise near busy corridor according to locals,not_uplifting
Health,Drug recall quietly widens after new batch tests according to locals,not_uplifting
Health,Rural hospital set to pauses surgeries early signs,not_uplifting
Health,Flu surge set to closes several schools observers note,not_uplifting
Health,"Clinic staffing may stretched, patients wait early signs",not_uplifting
Health,Asthma cases surprisingly rise near busy corridor sources say,not_uplifting
Health,Drug recall at last widens after new batch tests sources say,not_uplifting
Health,Rural hospital set to pauses surgeries sources say,not_uplifting
Health,Flu surge set to closes several schools observers note,not_uplifting
Health,"Clinic staffing appears to stretched, patients wait onlookers say",not_uplifting
Health,Asthma cases despite hurdles rise near busy corridor observers note,not_uplifting
Health,Drug recall appears to widens after new batch tests initial reports,not_uplifting
Health,Rural hospital after years pauses surgeries onlookers say,not_uplifting
Health,Flu surge on track to closes several schools early signs,not_uplifting
Health,"Clinic staffing appears to stretched, patients wait onlookers say",not_uplifting
Health,Asthma cases at last rise near busy corridor early signs,not_uplifting
Health,Drug recall surprisingly widens after new batch tests initial reports,not_uplifting
Health,Rural hospital after years pauses surgeries by some accounts,not_uplifting
Health,Flu surge appears to closes several schools sources say,not_uplifting
Health,"Clinic staffing reportedly stretched, patients wait observers note",not_uplifting
Health,Asthma cases appears to rise near busy corridor observers note,not_uplifting
Health,Drug recall expected to widens after new batch tests it seems,not_uplifting
Health,Rural hospital reportedly pauses surgeries sources say,not_uplifting
Health,Flu surge set to closes several schools sources say,not_uplifting
Health,"Clinic staffing amid debate stretched, patients wait according to locals",not_uplifting
Health,Asthma cases poised to rise near busy corridor onlookers say,not_uplifting
Health,Drug recall appears to widens after new batch tests by some accounts,not_uplifting
Health,Rural hospital at first glance pauses surgeries observers note,not_uplifting
Health,Flu surge quietly closes several schools sources say,not_uplifting
Health,"Clinic staffing at last stretched, patients wait initial reports",not_uplifting
Health,Asthma cases appears to rise near busy corridor sources say,not_uplifting
Health,Drug recall despite hurdles widens after new batch tests it seems,not_uplifting
Health,Rural hospital may pauses surgeries it seems,not_uplifting
Health,Flu surge could closes several schools observers note,not_uplifting
Health,"Clinic staffing appears to stretched, patients wait early signs",not_uplifting
Health,Asthma cases amid debate rise near busy corridor sources say,not_uplifting
Health,Drug recall set to widens after new batch tests according to locals,not_uplifting
Health,Rural hospital poised to pauses surgeries onlookers say,not_uplifting
Health,Flu surge appears to closes several schools sources say,not_uplifting
Health,"Clinic staffing set to stretched, patients wait initial reports",not_uplifting
Health,Asthma cases poised to rise near busy corridor it seems,not_uplifting
Health,Drug recall on track to widens after new batch tests sources say,not_uplifting
Health,Rural hospital may pauses surgeries by some accounts,not_uplifting
Health,Flu surge appears to closes several schools observers note,not_uplifting
Health,"Clinic staffing may stretched, patients wait sources say",not_uplifting
Health,Asthma cases on track to rise near busy corridor initial reports,not_uplifting
Health,Drug recall could widens after new batch tests initial reports,not_uplifting
Health,Rural hospital appears to pauses surgeries sources say,not_uplifting
Health,Flu surge expected to closes several schools it seems,not_uplifting
Health,"Clinic staffing despite hurdles stretched, patients wait by some accounts",not_uplifting
Health,Asthma cases expected to rise near busy corridor sources say,not_uplifting
Health,Drug recall after years widens after new batch tests early signs,not_uplifting
Health,Rural hospital set to pauses surgeries observers note,not_uplifting
Health,Flu surge appears to closes several schools according to locals,not_uplifting
Health,"Clinic staffing on track to stretched, patients wait by some accounts",not_uplifting
Health,Asthma cases on track to rise near busy corridor it seems,not_uplifting
Health,Drug recall surprisingly widens after new batch tests early signs,not_uplifting
Health,Rural hospital despite hurdles pauses surgeries sources say,not_uplifting
Health,Flu surge after years closes several schools onlookers say,not_uplifting
Health,"Clinic staffing despite hurdles stretched, patients wait according to locals",not_uplifting
Health,Asthma cases at last rise near busy corridor onlookers say,not_uplifting
Health,Drug recall quietly widens after new batch tests initial reports,not_uplifting
Health,Rural hospital expected to pauses surgeries sources say,not_uplifting
Health,Flu surge poised to closes several schools early signs,not_uplifting
Health,"Clinic staffing could stretched, patients wait early signs",not_uplifting
Health,Asthma cases appears to rise near busy corridor initial reports,not_uplifting
Health,Drug recall appears to widens after new batch tests onlookers say,not_uplifting
Health,Rural hospital could pauses surgeries initial reports,not_uplifting
Health,Flu surge at last closes several schools it seems,not_uplifting
Health,"Clinic staffing set to stretched, patients wait sources say",not_uplifting
Health,Asthma cases poised to rise near busy corridor observers note,not_uplifting
Health,Drug recall at last widens after new batch tests by some accounts,not_uplifting
Health,Rural hospital at first glance pauses surgeries onlookers say,not_uplifting
Health,Flu surge could closes several schools early signs,not_uplifting
Health,"Clinic staffing appears to stretched, patients wait sources say",not_uplifting
Health,Asthma cases surprisingly rise near busy corridor it seems,not_uplifting
Health,Drug recall at last widens after new batch tests onlookers say,not_uplifting
Health,Rural hospital on track to pauses surgeries by some accounts,not_uplifting
Health,Flu surge surprisingly closes several schools according to locals,not_uplifting
Health,"Clinic staffing appears to stretched, patients wait onlookers say",not_uplifting
Health,Asthma cases appears to rise near busy corridor according to locals,not_uplifting
Health,Drug recall poised to widens after new batch tests initial reports,not_uplifting
Health,Rural hospital may pauses surgeries it seems,not_uplifting
Health,Flu surge at first glance closes several schools according to locals,not_uplifting
Health,"Clinic staffing set to stretched, patients wait it seems",not_uplifting
Health,Asthma cases on track to rise near busy corridor sources say,not_uplifting
Health,Drug recall at last widens after new batch tests early signs,not_uplifting
Health,Rural hospital on track to pauses surgeries observers note,not_uplifting
Health,Flu surge on track to closes several schools sources say,not_uplifting
Health,"Clinic staffing reportedly stretched, patients wait initial reports",not_uplifting
Health,Asthma cases at first glance rise near busy corridor by some accounts,not_uplifting
Health,Drug recall despite hurdles widens after new batch tests according to locals,not_uplifting
Health,Rural hospital quietly pauses surgeries sources say,not_uplifting
Health,Flu surge on track to closes several schools early signs,not_uplifting
Health,"Clinic staffing despite hurdles stretched, patients wait early signs",not_uplifting
Health,Asthma cases reportedly rise near busy corridor according to locals,not_uplifting
Health,Drug recall reportedly widens after new batch tests by some accounts,not_uplifting
Health,Rural hospital may pauses surgeries initial reports,not_uplifting
Health,Flu surge on track to closes several schools by some accounts,not_uplifting
Health,"Clinic staffing quietly stretched, patients wait sources say",not_uplifting
Health,Asthma cases after years rise near busy corridor initial reports,not_uplifting
Health,Drug recall set to widens after new batch tests by some accounts,not_uplifting
Health,Rural hospital appears to pauses surgeries observers note,not_uplifting
Health,Flu surge set to closes several schools it seems,not_uplifting
Health,"Clinic staffing amid debate stretched, patients wait it seems",not_uplifting
Health,Asthma cases may rise near busy corridor according to locals,not_uplifting
Health,Drug recall appears to widens after new batch tests initial reports,not_uplifting
Health,Rural hospital after years pauses surgeries initial reports,not_uplifting
Health,Flu surge on track to closes several schools according to locals,not_uplifting
Health,"Clinic staffing at last stretched, patients wait by some accounts",not_uplifting
Health,Asthma cases at first glance rise near busy corridor early signs,not_uplifting
Health,Drug recall surprisingly widens after new batch tests initial reports,not_uplifting
Health,Rural hospital on track to pauses surgeries it seems,not_uplifting
Health,Flu surge poised to closes several schools observers note,not_uplifting
Health,"Clinic staffing expected to stretched, patients wait initial reports",not_uplifting
Health,Asthma cases expected to rise near busy corridor onlookers say,not_uplifting
Health,Drug recall surprisingly widens after new batch tests according to locals,not_uplifting
Health,Rural hospital quietly pauses surgeries it seems,not_uplifting
Health,Flu surge on track to closes several schools by some accounts,not_uplifting
Health,"Clinic staffing could stretched, patients wait it seems",not_uplifting
Health,Asthma cases after years rise near busy corridor it seems,not_uplifting
Health,Drug recall on track to widens after new batch tests initial reports,not_uplifting
Health,Rural hospital appears to pauses surgeries according to locals,not_uplifting
Health,Flu surge despite hurdles closes several schools observers note,not_uplifting
Health,"Clinic staffing after years stretched, patients wait according to locals",not_uplifting
Health,Asthma cases after years rise near busy corridor it seems,not_uplifting
Health,Drug recall on track to widens after new batch tests onlookers say,not_uplifting
Health,Rural hospital poised to pauses surgeries initial reports,not_uplifting
Health,Flu surge set to closes several schools by some accounts,not_uplifting
Health,"Clinic staffing at first glance stretched, patients wait it seems",not_uplifting
Health,Asthma cases at last rise near busy corridor early signs,not_uplifting
Health,Drug recall on track to widens after new batch tests by some accounts,not_uplifting
Health,Rural hospital appears to pauses surgeries early signs,not_uplifting
Health,Flu surge after years closes several schools sources say,not_uplifting
Health,"Clinic staffing reportedly stretched, patients wait initial reports",not_uplifting
Health,Asthma cases amid debate rise near busy corridor onlookers say,not_uplifting
Health,Drug recall despite hurdles widens after new batch tests observers note,not_uplifting
Science,Deep-space probe on track to loses main signal by some accounts,not_uplifting
Science,Research data at last exposed in breach inquiry by some accounts,not_uplifting
Science,Budget cuts may threaten climate monitors by some accounts,not_uplifting
Science,Lab mishap at first glance triggers evacuation sources say,not_uplifting
Science,Launch window at last scrubs again it seems,not_uplifting
Science,Deep-space probe poised to loses main signal early signs,not_uplifting
Science,Research data appears to exposed in breach inquiry observers note,not_uplifting
Science,Budget cuts poised to threaten climate monitors early signs,not_uplifting
Science,Lab mishap set to triggers evacuation sources say,not_uplifting
Science,Launch window expected to scrubs again early signs,not_uplifting
Science,Deep-space probe set to loses main signal according to locals,not_uplifting
Science,Research data expected to exposed in breach inquiry initial reports,not_uplifting
Science,Budget cuts despite hurdles threaten climate monitors early signs,not_uplifting
Science,Lab mishap expected to triggers evacuation early signs,not_uplifting
Science,Launch window surprisingly scrubs again onlookers say,not_uplifting
Science,Deep-space probe poised to loses main signal by some accounts,not_uplifting
Science,Research data poised to exposed in breach inquiry according to locals,not_uplifting
Science,Budget cuts quietly threaten climate monitors observers note,not_uplifting
Science,Lab mishap may triggers evacuation initial reports,not_uplifting
Science,Launch window may scrubs again initial reports,not_uplifting
Science,Deep-space probe reportedly loses main signal it seems,not_uplifting
Science,Research data appears to exposed in breach inquiry onlookers say,not_uplifting
Science,Budget cuts quietly threaten climate monitors early signs,not_uplifting
Science,Lab mishap could triggers evacuation it seems,not_uplifting
Science,Launch window on track to scrubs again observers note,not_uplifting
Science,Deep-space probe poised to loses main signal observers note,not_uplifting
Science,Research data at first glance exposed in breach inquiry observers note,not_uplifting
Science,Budget cuts despite hurdles threaten climate monitors early signs,not_uplifting
Science,Lab mishap at first glance triggers evacuation according to locals,not_uplifting
Science,Launch window reportedly scrubs again early signs,not_uplifting
Science,Deep-space probe reportedly loses main signal early signs,not_uplifting
Science,Research data could exposed in breach inquiry according to locals,not_uplifting
Science,Budget cuts poised to threaten climate monitors according to locals,not_uplifting
Science,Lab mishap surprisingly triggers evacuation sources say,not_uplifting
Science,Launch window after years scrubs again according to locals,not_uplifting
Science,Deep-space probe amid debate loses main signal onlookers say,not_uplifting
Science,Research data expected to exposed in breach inquiry sources say,not_uplifting
Science,Budget cuts quietly threaten climate monitors by some accounts,not_uplifting
Science,Lab mishap amid debate triggers evacuation initial reports,not_uplifting
Science,Launch window amid debate scrubs again it seems,not_uplifting
Science,Deep-space probe poised to loses main signal it seems,not_uplifting
Science,Research data surprisingly exposed in breach inquiry onlookers say,not_uplifting
Science,Budget cuts at last threaten climate monitors sources say,not_uplifting
Science,Lab mishap on track to triggers evacuation sources say,not_uplifting
Science,Launch window expected to scrubs again initial reports,not_uplifting
Science,Deep-space probe despite hurdles loses main signal initial reports,not_uplifting
Science,Research data set to exposed in breach inquiry it seems,not_uplifting
Science,Budget cuts appears to threaten climate monitors by some accounts,not_uplifting
Science,Lab mishap at first glance triggers evacuation by some accounts,not_uplifting
Science,Launch window set to scrubs again according to locals,not_uplifting
Science,Deep-space probe may loses main signal sources say,not_uplifting
Science,Research data at last exposed in breach inquiry early signs,not_uplifting
Science,Budget cuts could threaten climate monitors sources say,not_uplifting
Science,Lab mishap at first glance triggers evacuation initial reports,not_uplifting
Science,Launch window expected to scrubs again it seems,not_uplifting
Science,Deep-space probe expected to loses main signal sources say,not_uplifting
Science,Research data at last exposed in breach inquiry according to locals,not_uplifting
Science,Budget cuts at last threaten climate monitors observers note,not_uplifting
Science,Lab mishap despite hurdles triggers evacuation onlookers say,not_uplifting
Science,Launch window amid debate scrubs again sources say,not_uplifting
Science,Deep-space probe at last loses main signal according to locals,not_uplifting
Science,Research data at last exposed in breach inquiry early signs,not_uplifting
Science,Budget cuts set to threaten climate monitors by some accounts,not_uplifting
Science,Lab mishap surprisingly triggers evacuation sources say,not_uplifting
Science,Launch window set to scrubs again early signs,not_uplifting
Science,Deep-space probe could loses main signal onlookers say,not_uplifting
Science,Research data expected to exposed in breach inquiry onlookers say,not_uplifting
Science,Budget cuts amid debate threaten climate monitors onlookers say,not_uplifting
Science,Lab mishap after years triggers evacuation sources say,not_uplifting
Science,Launch window appears to scrubs again early signs,not_uplifting
Science,Deep-space probe could loses main signal by some accounts,not_uplifting
Science,Research data despite hurdles exposed in breach inquiry early signs,not_uplifting
Science,Budget cuts surprisingly threaten climate monitors observers note,not_uplifting
Science,Lab mishap surprisingly triggers evacuation early signs,not_uplifting
Science,Launch window expected to scrubs again sources say,not_uplifting
Science,Deep-space probe at first glance loses main signal by some accounts,not_uplifting
